List,Target,Word,Lexicality,Stratum,Root,KM_Dom_PoS,WF,CD,N,N_WF,N_CD,Length,Lemma,Ġabra_PoS,Gloss,NomGender,NomNumber,AdpPerson,AdpGender,AdpNumber,SubPerson,SubGender,SubNumber,DirPerson,DirGender,DirNumber,IndPerson,IndGender,IndNumber,Aspect,Polarity,SwapNeighbor,SwapOutcome,SwapWF,SwapCD
11,52047,tiġber,Nonce,Nonce,Nonce,Nonce,0,0,11,18912,13682,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
10,51673,tiġbiex,Nonce,Nonce,Nonce,Nonce,0,0,3,67,64,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
47,68101,tigbru,Nonce,Nonce,Nonce,Nonce,0,0,6,2411,1605,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,tiġbru,Yes,134,118
33,56573,tiġġeddem,Nonce,Nonce,Nonce,Nonce,0,0,1,988,727,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
43,55817,tiġġieħed,Nonce,Nonce,Nonce,Nonce,0,0,1,1538,1306,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
41,59873,tigħall,Nonce,Nonce,Nonce,Nonce,0,0,5,355,285,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
22,54028,tigjin,Nonce,Nonce,Nonce,Nonce,0,0,6,842,648,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
49,57633,tiħdem,Nonce,Nonce,Nonce,Nonce,0,0,5,30965,15565,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
33,55886,tihi,Nonce,Nonce,Nonce,Nonce,0,0,36,189200,50669,4,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
31,56094,tiħmażx,Nonce,Nonce,Nonce,Nonce,0,0,1,1,1,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
32,58086,tiħrob,Nonce,Nonce,Nonce,Nonce,0,0,3,795,616,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
21,54740,tiħsira,Nonce,Nonce,Nonce,Nonce,0,0,4,7092,3724,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
44,56348,tijoloġiku,Nonce,Nonce,Nonce,Nonce,0,0,2,392,195,10,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
41,59014,tikbew,Nonce,Nonce,Nonce,Nonce,0,0,3,11289,7611,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
32,55411,tikħal,Nonce,Nonce,Nonce,Nonce,0,0,6,1505,1114,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
20,54109,tiklarazzjonijiet,Nonce,Nonce,Nonce,Nonce,0,0,1,1,1,17,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
22,53539,tiklix,Nonce,Nonce,Nonce,Nonce,0,0,8,190,128,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
52,58769,tikmir,Nonce,Nonce,Nonce,Nonce,0,0,5,196,124,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
32,56657,tiknu,Nonce,Nonce,Nonce,Nonce,0,0,12,450,419,5,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
47,57728,tikonoxxur,Nonce,Nonce,Nonce,Nonce,0,0,2,2,2,10,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
34,61452,tikpix,Nonce,Nonce,Nonce,Nonce,0,0,4,173,111,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
52,58842,tikrobu,Nonce,Nonce,Nonce,Nonce,0,0,1,655,223,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
34,59321,tikter,Nonce,Nonce,Nonce,Nonce,0,0,7,15457,10575,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
26,61453,tilem,Nonce,Nonce,Nonce,Nonce,0,0,15,10385,7937,5,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
48,68081,tilfew,Nonce,Nonce,Nonce,Nonce,0,0,7,3424,2853,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
31,59351,tilgħadhom,Nonce,Nonce,Nonce,Nonce,0,0,2,17,17,10,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
21,54260,tilindri,Nonce,Nonce,Nonce,Nonce,0,0,3,3014,1073,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
17,52634,tilliet,Nonce,Nonce,Nonce,Nonce,0,0,7,30,24,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
51,58649,tilljunarju,Nonce,Nonce,Nonce,Nonce,0,0,2,14,13,11,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
4,50328,tilometri,Nonce,Nonce,Nonce,Nonce,0,0,3,1737,1326,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
38,57240,tilwisa,Nonce,Nonce,Nonce,Nonce,0,0,3,2418,1187,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
16,53528,timbor,Nonce,Nonce,Nonce,Nonce,0,0,9,5465,4212,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
21,54830,timdik,Nonce,Nonce,Nonce,Nonce,0,0,4,32,30,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
52,61454,timel,Nonce,Nonce,Nonce,Nonce,0,0,25,65442,24306,5,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
12,52717,timetju,Nonce,Nonce,Nonce,Nonce,0,0,1,26,22,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
45,57274,timjit,Nonce,Nonce,Nonce,Nonce,0,0,6,33,19,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
5,50933,timkanta,Nonce,Nonce,Nonce,Nonce,0,0,3,1102,966,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
36,58126,timrix,Nonce,Nonce,Nonce,Nonce,0,0,7,677,602,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
48,59098,timtefa,Nonce,Nonce,Nonce,Nonce,0,0,2,1026,812,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
16,54001,tinbes,Nonce,Nonce,Nonce,Nonce,0,0,9,1086,904,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
37,57193,tinbidem,Nonce,Nonce,Nonce,Nonce,0,0,2,9088,6316,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
10,51333,tinbifen,Nonce,Nonce,Nonce,Nonce,0,0,2,124,110,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
27,57178,tinbixef,Nonce,Nonce,Nonce,Nonce,0,0,1,313,281,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
3,50388,tindikad,Nonce,Nonce,Nonce,Nonce,0,0,6,4713,3470,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
43,58199,tindujax,Nonce,Nonce,Nonce,Nonce,0,0,1,173,162,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
7,51774,tindura,Nonce,Nonce,Nonce,Nonce,0,0,8,3230,2544,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
35,61455,tineza,Nonce,Nonce,Nonce,Nonce,0,0,5,24,24,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
23,54551,tinfetaż,Nonce,Nonce,Nonce,Nonce,0,0,3,3440,2624,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
13,52933,tinfireb,Nonce,Nonce,Nonce,Nonce,0,0,2,1497,1245,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
40,57026,tinfirew,Nonce,Nonce,Nonce,Nonce,0,0,2,1497,1245,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
47,55607,tinġaleb,Nonce,Nonce,Nonce,Nonce,0,0,2,543,494,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
22,53201,tingatt,Nonce,Nonce,Nonce,Nonce,0,0,3,165,119,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
15,53151,tingħal,Nonce,Nonce,Nonce,Nonce,0,0,14,867,777,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
18,54574,tingħalaw,Nonce,Nonce,Nonce,Nonce,0,0,2,2522,1970,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
35,58896,tingħalawx,Nonce,Nonce,Nonce,Nonce,0,0,2,81,60,10,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
35,60007,tingħalax,Nonce,Nonce,Nonce,Nonce,0,0,5,4008,3197,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
43,56689,tingħataq,Nonce,Nonce,Nonce,Nonce,0,0,10,81351,22709,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
48,60274,tingħatlux,Nonce,Nonce,Nonce,Nonce,0,0,4,27,26,10,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
38,60235,tinħafar,Nonce,Nonce,Nonce,Nonce,0,0,5,699,582,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
32,56343,tinħelen,Nonce,Nonce,Nonce,Nonce,0,0,2,203,174,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
11,51850,tinħeża,Nonce,Nonce,Nonce,Nonce,0,0,4,691,631,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
50,59514,tinħtiex,Nonce,Nonce,Nonce,Nonce,0,0,5,704,609,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
42,58220,tinkass,Nonce,Nonce,Nonce,Nonce,0,0,4,3018,2451,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
3,50630,tinkineb,Nonce,Nonce,Nonce,Nonce,0,0,3,3149,2576,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
36,60148,tinkixeb,Nonce,Nonce,Nonce,Nonce,0,0,3,3422,2822,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
36,56500,tinlesta,Nonce,Nonce,Nonce,Nonce,0,0,4,1802,1433,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
21,54412,tinnalvagwardmani,Nonce,Nonce,Nonce,Nonce,0,0,0,0,0,17,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
47,55892,tinni,Nonce,Nonce,Nonce,Nonce,0,0,34,104159,43903,5,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
39,57345,tinnur,Nonce,Nonce,Nonce,Nonce,0,0,2,98,88,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
13,53183,tinonimi,Nonce,Nonce,Nonce,Nonce,0,0,1,316,243,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
21,54249,tinqamel,Nonce,Nonce,Nonce,Nonce,0,0,4,217,186,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
8,52013,tinqatas,Nonce,Nonce,Nonce,Nonce,0,0,4,2177,1748,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
40,57156,tinsabar,Nonce,Nonce,Nonce,Nonce,0,0,8,14749,4949,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
18,54523,tinsen,Nonce,Nonce,Nonce,Nonce,0,0,11,936,803,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
47,57309,tintammx,Nonce,Nonce,Nonce,Nonce,0,0,4,1869,1373,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
40,60020,tintasam,Nonce,Nonce,Nonce,Nonce,0,0,3,1201,979,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
48,57346,tintebaq,Nonce,Nonce,Nonce,Nonce,0,0,6,624,555,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
48,60319,tintefan,Nonce,Nonce,Nonce,Nonce,0,0,6,789,708,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
34,57378,tintera,Nonce,Nonce,Nonce,Nonce,0,0,19,2702,2112,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
21,54409,tintħies,Nonce,Nonce,Nonce,Nonce,0,0,2,11,11,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
6,51276,tintiż,Nonce,Nonce,Nonce,Nonce,0,0,6,2551,1978,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
11,51522,tintiżef,Nonce,Nonce,Nonce,Nonce,0,0,2,1181,1011,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
2,50304,tintlabaq,Nonce,Nonce,Nonce,Nonce,0,0,3,1499,1263,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
22,54643,tintlagħaq,Nonce,Nonce,Nonce,Nonce,0,0,3,2742,2250,10,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
31,59269,tintlaħax,Nonce,Nonce,Nonce,Nonce,0,0,3,1691,1430,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
50,60150,tintlażat,Nonce,Nonce,Nonce,Nonce,0,0,1,535,474,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
38,58394,tintrafat,Nonce,Nonce,Nonce,Nonce,0,0,2,825,662,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
5,50963,tintupa,Nonce,Nonce,Nonce,Nonce,0,0,4,15800,9135,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
6,51186,tintur,Nonce,Nonce,Nonce,Nonce,0,0,6,57,54,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
40,56487,tintwal,Nonce,Nonce,Nonce,Nonce,0,0,2,532,463,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
2,50201,tinwieled,Nonce,Nonce,Nonce,Nonce,0,0,3,1098,799,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
25,61456,tinxek,Nonce,Nonce,Nonce,Nonce,0,0,4,193,152,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
1,50774,tinxtawa,Nonce,Nonce,Nonce,Nonce,0,0,3,1104,861,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
25,61457,tinżrikeb,Nonce,Nonce,Nonce,Nonce,0,0,1,13,11,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
2,50947,tipivi,Nonce,Nonce,Nonce,Nonce,0,0,6,499,446,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
19,55106,tippartexipa,Nonce,Nonce,Nonce,Nonce,0,0,3,2186,1736,12,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
8,51308,tippra,Nonce,Nonce,Nonce,Nonce,0,0,6,142,138,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
3,50796,tipsir,Nonce,Nonce,Nonce,Nonce,0,0,3,2160,1402,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
43,56185,tiqbiegħ,Nonce,Nonce,Nonce,Nonce,0,0,4,2243,1332,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
33,55856,tiqmit,Nonce,Nonce,Nonce,Nonce,0,0,1,3,3,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
46,57497,tiqsir,Nonce,Nonce,Nonce,Nonce,0,0,5,2209,1445,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
47,69030,tirali,Nonce,Nonce,Nonce,Nonce,0,0,15,701,569,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
43,56930,tirda,Nonce,Nonce,Nonce,Nonce,0,0,25,37163,21393,5,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
36,57543,tirdini,Nonce,Nonce,Nonce,Nonce,0,0,2,21,16,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
7,51623,tireb,Nonce,Nonce,Nonce,Nonce,0,0,12,645,554,5,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
33,57457,tirett,Nonce,Nonce,Nonce,Nonce,0,0,5,14486,9361,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
9,51583,tirfakkar,Nonce,Nonce,Nonce,Nonce,0,0,1,219,211,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
17,53331,tirfeb,Nonce,Nonce,Nonce,Nonce,0,0,4,625,577,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
33,57231,tirħaqx,Nonce,Nonce,Nonce,Nonce,0,0,3,227,210,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
35,58953,tirina,Nonce,Nonce,Nonce,Nonce,0,0,23,1465,1268,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
43,58851,tirnuzzjonijiet,Nonce,Nonce,Nonce,Nonce,0,0,0,0,0,15,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
16,53283,tirqak,Nonce,Nonce,Nonce,Nonce,0,0,4,27,27,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
44,59144,tirqu,Nonce,Nonce,Nonce,Nonce,0,0,16,206,200,5,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
43,56868,tirratur,Nonce,Nonce,Nonce,Nonce,0,0,2,298,162,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
28,56016,tirreafizza,Nonce,Nonce,Nonce,Nonce,0,0,1,929,811,11,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
16,53865,tirrealizzi,Nonce,Nonce,Nonce,Nonce,0,0,1,929,811,11,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
28,57634,tirrebistra,Nonce,Nonce,Nonce,Nonce,0,0,2,2121,1444,11,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
54,59229,tirriforri,Nonce,Nonce,Nonce,Nonce,0,0,4,750,665,10,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
39,58343,tirrispondihi,Nonce,Nonce,Nonce,Nonce,0,0,4,182,172,13,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
15,53222,tirrompla,Nonce,Nonce,Nonce,Nonce,0,0,1,59,57,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
11,51781,tirvexxilek,Nonce,Nonce,Nonce,Nonce,0,0,1,1,1,11,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
7,52319,tirwa,Nonce,Nonce,Nonce,Nonce,0,0,10,7384,4799,5,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
42,56316,tirwih,Nonce,Nonce,Nonce,Nonce,0,0,5,60,56,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,tirwiħ,Yes,0,0
27,55203,tirwima,Nonce,Nonce,Nonce,Nonce,0,0,2,2417,1186,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
38,60105,tisa,Nonce,Nonce,Nonce,Nonce,1,1,75,71850,31996,4,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
3,50579,tisbida,Nonce,Nonce,Nonce,Nonce,0,0,4,557,504,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
7,51821,tisbima,Nonce,Nonce,Nonce,Nonce,0,0,5,3680,3140,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
9,51843,tisċihom,Nonce,Nonce,Nonce,Nonce,0,0,1,40,38,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
19,54290,tisda,Nonce,Nonce,Nonce,Nonce,0,0,17,44989,26700,5,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
33,58177,tisgħat,Nonce,Nonce,Nonce,Nonce,0,0,7,4937,3624,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
13,53328,tisħan,Nonce,Nonce,Nonce,Nonce,0,0,7,2577,2156,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
55,59918,tisħiw,Nonce,Nonce,Nonce,Nonce,0,0,9,6040,4058,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
20,55176,tisjiniet,Nonce,Nonce,Nonce,Nonce,0,0,1,9,4,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
38,55613,tiskiċċa,Nonce,Nonce,Nonce,Nonce,0,0,3,10759,7171,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
48,57931,tisnali,Nonce,Nonce,Nonce,Nonce,0,0,1,8,2,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
16,53228,tisnim,Nonce,Nonce,Nonce,Nonce,0,0,6,40,33,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
43,56003,tispelliva,Nonce,Nonce,Nonce,Nonce,0,0,1,7,7,10,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
21,54466,tispiex,Nonce,Nonce,Nonce,Nonce,0,0,2,179,135,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
50,60283,tisqa',Nonce,Nonce,Nonce,Nonce,0,0,13,222583,59445,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
5,50488,tisratta,Nonce,Nonce,Nonce,Nonce,0,0,5,1497,1283,8,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
1,50565,tisressaq,Nonce,Nonce,Nonce,Nonce,0,0,3,2879,1968,9,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
24,61458,tisret,Nonce,Nonce,Nonce,Nonce,0,0,10,1227,1032,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
42,56674,tisrifa,Nonce,Nonce,Nonce,Nonce,0,0,4,135,96,7,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
52,61459,tisriż,Nonce,Nonce,Nonce,Nonce,0,0,3,122,87,6,Nonce,Nonce,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No,0,0
